ProjectID,District,County,ProjectType,ContractorID,LowBidder,ItemDescription,Unit,Quantity,UnitPrice_USD,EngineerEst_USD,LetDate
A00124604,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,323,120.00,120.00,2025-03-05
A00132101,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,52,120.00,120.00,2025-03-05
A00132101,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,132,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,750,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,246,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,199,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,242,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,193,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,8031,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,318,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,68,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,135,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,118,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,160,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,589,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,125,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,66,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,246,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,128,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,149,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,393,120.00,120.00,2025-03-05
A00123795,Bryan,Brazos,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,140,120.00,120.00,2025-03-05
A00062536,Abilene,Taylor,Construction,FIRM-80FF,Yes,CEM STABIL BKFL,CY,15529,124.89,200.00,2025-10-08
A00132662,Abilene,Taylor,Construction,FIRM-3EA5,Yes,CEM STABIL BKFL,CY,13441.4,100.00,130.00,2026-06-03
A00062293,Atlanta,Bowie,Construction,FIRM-DA83,Yes,CEM STABIL BKFL,CY,1739,180.00,275.00,2026-03-04
A00132358,Beaumont,Liberty,Construction,FIRM-16A4,Yes,CEM STABIL BKFL,CY,1722,70.40,50.00,2024-11-06
A00209326,Dallas,Collin,Construction,FIRM-C455,Yes,CEM STABIL BKFL,CY,134,215.02,250.00,2026-06-03
A00064555,Fort Worth,Johnson,Construction,FIRM-4F2D,Yes,CEM STABIL BKFL,CY,2195,177.00,80.00,2026-06-02
A00008199,Fort Worth,Johnson,Construction,FIRM-AD6A,Yes,CEM STABIL BKFL,CY,5002,200.00,190.00,2026-07-01
A00007222,Fort Worth,Tarrant,Construction,FIRM-AD6A,Yes,CEM STABIL BKFL,CY,1988,250.00,160.00,2026-08-05
A00195669,Houston,Fort Bend,Construction,FIRM-1A5E,Yes,CEM STABIL BKFL,CY,8539,55.00,94.00,2024-10-01
A00121975,Houston,Harris,Construction,FIRM-980D,Yes,CEM STABIL BKFL,CY,11691,70.00,80.00,2026-02-04
A00127779,Houston,Harris,Construction,FIRM-3FEF,Yes,CEM STABIL BKFL,CY,600,200.00,150.47,2026-08-06
A00068611,Houston,Fort Bend,Construction,FIRM-16A4,Yes,CEM STABIL BKFL,CY,10726,63.90,75.00,2026-08-05
A00119468,Laredo,Webb,Construction,FIRM-0E6B,Yes,CEM STABIL BKFL,CY,477,319.48,230.00,2026-06-02
A00136503,Laredo,Zavala,Construction,FIRM-654C,Yes,CEM STABIL BKFL,CY,442,155.00,100.00,2026-08-05
A00119935,Laredo,Webb,Construction,FIRM-050A,Yes,CEM STABIL BKFL,CY,11836,100.00,150.00,2026-08-06
A00208465,Odessa,Martin,Construction,FIRM-F311,Yes,CEM STABIL BKFL,CY,210,500.00,250.00,2026-07-02
A00064418,San Antonio,Medina,Construction,FIRM-654C,Yes,CEM STABIL BKFL,CY,279,150.00,206.42,2024-11-06
A00186339,San Antonio,Bexar,Construction,FIRM-11E9,Yes,CEM STABIL BKFL,CY,5839,70.00,175.00,2025-12-03
A00183926,Waco,Falls,Construction,FIRM-8056,Yes,CEM STABIL BKFL,CY,54,200.00,300.00,2025-02-07
A00188271,Wichita Falls,Wilbarger,Construction,FIRM-C455,Yes,CEM STABIL BKFL,CY,320,229.08,220.00,2025-10-09
A00196770,Yoakum,Gonzales,Construction,FIRM-88FE,Yes,CEM STABIL BKFL,CY,1015,160.00,200.00,2025-04-04
A00206294,Bryan,Brazos,Construction,FIRM-80CC,Yes,CEM STABIL BKFL,CY,18,140.00,242.00,2025-05-01
A00197100,Beaumont,Jefferson,Construction,FIRM-8B19,Yes,CEM STABIL BKFL,CY,178,100.00,200.00,2025-07-01
A00191986,Childress,Donley,Construction,FIRM-6C9D,Yes,CEM STABIL BKFL,CY,457,300.00,275.00,2025-02-07
A00182660,Abilene,Howard,Construction,FIRM-8B19,Yes,CEM STABIL BKFL,CY,604,100.00,381.00,2025-03-04
A00138908,Dallas,Collin,Construction,FIRM-504D,Yes,CEM STABIL BKFL,CY,508,200.00,225.00,2024-12-03
A00071684,Houston,Harris,Construction,FIRM-11E9,Yes,CEM STABIL BKFL,CY,67785,92.00,70.00,2024-09-05
A00007222,Fort Worth,Tarrant,Construction,FIRM-1816,No,CEM STABIL BKFL,CY,1988,178.45,160.00,2026-08-05
A00121975,Houston,Harris,Construction,FIRM-008F,No,CEM STABIL BKFL,CY,11691,63.34,80.00,2026-02-04
A00136503,Laredo,Zavala,Construction,FIRM-1D29,No,CEM STABIL BKFL,CY,442,95.00,100.00,2026-08-05
A00007222,Fort Worth,Tarrant,Construction,FIRM-5919,No,CEM STABIL BKFL,CY,1988,240.41,160.00,2026-08-05
A00062536,Abilene,Taylor,Construction,FIRM-C61F,No,CEM STABIL BKFL,CY,15529,225.00,200.00,2025-10-08
A00132662,Abilene,Taylor,Construction,FIRM-80FF,No,CEM STABIL BKFL,CY,13441.4,201.99,130.00,2026-06-03
A00062293,Atlanta,Bowie,Construction,FIRM-4D5C,No,CEM STABIL BKFL,CY,1739,205.00,275.00,2026-03-04
A00132358,Beaumont,Liberty,Construction,FIRM-23F6,No,CEM STABIL BKFL,CY,1722,65.00,50.00,2024-11-06
A00209326,Dallas,Collin,Construction,FIRM-8B19,No,CEM STABIL BKFL,CY,134,188.00,250.00,2026-06-03
A00064555,Fort Worth,Johnson,Construction,FIRM-A082,No,CEM STABIL BKFL,CY,2195,217.00,80.00,2026-06-02
A00008199,Fort Worth,Johnson,Construction,FIRM-80FF,No,CEM STABIL BKFL,CY,5002,189.94,190.00,2026-07-01
A00007222,Fort Worth,Tarrant,Construction,FIRM-980D,No,CEM STABIL BKFL,CY,1988,200.00,160.00,2026-08-05
A00195669,Houston,Fort Bend,Construction,FIRM-80FF,No,CEM STABIL BKFL,CY,8539,57.57,94.00,2024-10-01
A00121975,Houston,Harris,Construction,FIRM-85FC,No,CEM STABIL BKFL,CY,11691,60.97,80.00,2026-02-04
A00127779,Houston,Harris,Construction,FIRM-F5C3,No,CEM STABIL BKFL,CY,600,95.00,150.47,2026-08-06
A00068611,Houston,Fort Bend,Construction,FIRM-80FF,No,CEM STABIL BKFL,CY,10726,52.73,75.00,2026-08-05
A00119468,Laredo,Webb,Construction,FIRM-80FF,No,CEM STABIL BKFL,CY,477,85.15,230.00,2026-06-02
A00136503,Laredo,Zavala,Construction,FIRM-81BD,No,CEM STABIL BKFL,CY,442,275.00,100.00,2026-08-05
A00119935,Laredo,Webb,Construction,FIRM-504D,No,CEM STABIL BKFL,CY,11836,130.19,150.00,2026-08-06
A00208465,Odessa,Martin,Construction,FIRM-8B19,No,CEM STABIL BKFL,CY,210,130.00,250.00,2026-07-02
A00064418,San Antonio,Medina,Construction,FIRM-C455,No,CEM STABIL BKFL,CY,279,120.10,206.42,2024-11-06
A00186339,San Antonio,Bexar,Construction,FIRM-050A,No,CEM STABIL BKFL,CY,5839,216.35,175.00,2025-12-03
A00183926,Waco,Falls,Construction,FIRM-B173,No,CEM STABIL BKFL,CY,54,200.00,300.00,2025-02-07
A00188271,Wichita Falls,Wilbarger,Construction,FIRM-E9AA,No,CEM STABIL BKFL,CY,320,275.00,220.00,2025-10-09
A00196770,Yoakum,Gonzales,Construction,FIRM-81BD,No,CEM STABIL BKFL,CY,1015,172.80,200.00,2025-04-04
A00206294,Bryan,Brazos,Construction,FIRM-D019,No,CEM STABIL BKFL,CY,18,117.50,242.00,2025-05-01
A00197100,Beaumont,Jefferson,Construction,FIRM-7F87,No,CEM STABIL BKFL,CY,178,235.00,200.00,2025-07-01
A00191986,Childress,Donley,Construction,FIRM-C9B4,No,CEM STABIL BKFL,CY,457,450.00,275.00,2025-02-07
A00182660,Abilene,Howard,Construction,FIRM-80FF,No,CEM STABIL BKFL,CY,604,288.36,381.00,2025-03-04
A00138908,Dallas,Collin,Construction,FIRM-E801,No,CEM STABIL BKFL,CY,508,500.00,225.00,2024-12-03
A00071684,Houston,Harris,Construction,FIRM-504D,No,CEM STABIL BKFL,CY,67785,150.00,70.00,2024-09-05
A00062536,Abilene,Taylor,Construction,FIRM-504D,No,CEM STABIL BKFL,CY,15529,50.11,200.00,2025-10-08
A00132662,Abilene,Taylor,Construction,FIRM-504D,No,CEM STABIL BKFL,CY,13441.4,183.00,130.00,2026-06-03
A00062293,Atlanta,Bowie,Construction,FIRM-F9CD,No,CEM STABIL BKFL,CY,1739,250.00,275.00,2026-03-04
A00132358,Beaumont,Liberty,Construction,FIRM-80FF,No,CEM STABIL BKFL,CY,1722,67.62,50.00,2024-11-06
A00209326,Dallas,Collin,Construction,FIRM-1859,No,CEM STABIL BKFL,CY,134,500.00,250.00,2026-06-03
A00064555,Fort Worth,Johnson,Construction,FIRM-3F89,No,CEM STABIL BKFL,CY,2195,180.00,80.00,2026-06-02
A00008199,Fort Worth,Johnson,Construction,FIRM-8B19,No,CEM STABIL BKFL,CY,5002,80.00,190.00,2026-07-01
A00007222,Fort Worth,Tarrant,Construction,FIRM-DF4C,No,CEM STABIL BKFL,CY,1988,158.48,160.00,2026-08-05
A00195669,Houston,Fort Bend,Construction,FIRM-16A4,No,CEM STABIL BKFL,CY,8539,64.50,94.00,2024-10-01
A00121975,Houston,Harris,Construction,FIRM-23F6,No,CEM STABIL BKFL,CY,11691,50.00,80.00,2026-02-04
A00127779,Houston,Harris,Construction,FIRM-C9B4,No,CEM STABIL BKFL,CY,600,150.00,150.47,2026-08-06
A00068611,Houston,Fort Bend,Construction,FIRM-B7BE,No,CEM STABIL BKFL,CY,10726,66.05,75.00,2026-08-05
A00119468,Laredo,Webb,Construction,FIRM-11E9,No,CEM STABIL BKFL,CY,477,115.00,230.00,2026-06-02
A00136503,Laredo,Zavala,Construction,FIRM-336E,No,CEM STABIL BKFL,CY,442,140.00,100.00,2026-08-05
A00119935,Laredo,Webb,Construction,FIRM-80FF,No,CEM STABIL BKFL,CY,11836,206.95,150.00,2026-08-06
A00208465,Odessa,Martin,Construction,FIRM-0C1D,No,CEM STABIL BKFL,CY,210,345.60,250.00,2026-07-02
A00064418,San Antonio,Medina,Construction,FIRM-B7AC,No,CEM STABIL BKFL,CY,279,245.00,206.42,2024-11-06
A00186339,San Antonio,Bexar,Construction,FIRM-B7BE,No,CEM STABIL BKFL,CY,5839,104.33,175.00,2025-12-03
A00183926,Waco,Falls,Construction,FIRM-C434,No,CEM STABIL BKFL,CY,54,283.00,300.00,2025-02-07
A00188271,Wichita Falls,Wilbarger,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,320,275.00,220.00,2025-10-09
A00196770,Yoakum,Gonzales,Construction,FIRM-2A6C,No,CEM STABIL BKFL,CY,1015,230.00,200.00,2025-04-04
A00206294,Bryan,Brazos,Construction,FIRM-7F0A,No,CEM STABIL BKFL,CY,18,287.50,242.00,2025-05-01
A00197100,Beaumont,Jefferson,Construction,FIRM-A646,No,CEM STABIL BKFL,CY,178,256.30,200.00,2025-07-01
A00191986,Childress,Donley,Construction,FIRM-CC48,No,CEM STABIL BKFL,CY,457,608.54,275.00,2025-02-07
A00182660,Abilene,Howard,Construction,FIRM-292D,No,CEM STABIL BKFL,CY,604,308.03,381.00,2025-03-04
A00138908,Dallas,Collin,Construction,FIRM-8973,No,CEM STABIL BKFL,CY,508,218.00,225.00,2024-12-03
A00062293,Atlanta,Bowie,Construction,FIRM-397E,No,CEM STABIL BKFL,CY,1739,262.50,275.00,2026-03-04
A00132358,Beaumont,Liberty,Construction,FIRM-1A5E,No,CEM STABIL BKFL,CY,1722,63.16,50.00,2024-11-06
A00209326,Dallas,Collin,Construction,FIRM-F23B,No,CEM STABIL BKFL,CY,134,575.00,250.00,2026-06-03
A00064555,Fort Worth,Johnson,Construction,FIRM-8B19,No,CEM STABIL BKFL,CY,2195,115.00,80.00,2026-06-02
A00008199,Fort Worth,Johnson,Construction,FIRM-980D,No,CEM STABIL BKFL,CY,5002,250.00,190.00,2026-07-01
A00007222,Fort Worth,Tarrant,Construction,FIRM-8B19,No,CEM STABIL BKFL,CY,1988,125.00,160.00,2026-08-05
A00195669,Houston,Fort Bend,Construction,FIRM-23F6,No,CEM STABIL BKFL,CY,8539,60.00,94.00,2024-10-01
A00121975,Houston,Harris,Construction,FIRM-16A4,No,CEM STABIL BKFL,CY,11691,62.40,80.00,2026-02-04
A00127779,Houston,Harris,Construction,FIRM-8B19,No,CEM STABIL BKFL,CY,600,138.00,150.47,2026-08-06
A00068611,Houston,Fort Bend,Construction,FIRM-980D,No,CEM STABIL BKFL,CY,10726,57.00,75.00,2026-08-05
A00119468,Laredo,Webb,Construction,FIRM-504D,No,CEM STABIL BKFL,CY,477,287.18,230.00,2026-06-02
A00136503,Laredo,Zavala,Construction,FIRM-C449,No,CEM STABIL BKFL,CY,442,290.00,100.00,2026-08-05
A00119935,Laredo,Webb,Construction,FIRM-B7BE,No,CEM STABIL BKFL,CY,11836,105.28,150.00,2026-08-06
A00208465,Odessa,Martin,Construction,FIRM-FFD8,No,CEM STABIL BKFL,CY,210,400.00,250.00,2026-07-02
A00064418,San Antonio,Medina,Construction,FIRM-8BBD,No,CEM STABIL BKFL,CY,279,228.00,206.42,2024-11-06
A00186339,San Antonio,Bexar,Construction,FIRM-504D,No,CEM STABIL BKFL,CY,5839,375.00,175.00,2025-12-03
A00183926,Waco,Falls,Construction,FIRM-C92E,No,CEM STABIL BKFL,CY,54,275.00,300.00,2025-02-07
A00188271,Wichita Falls,Wilbarger,Construction,FIRM-F311,No,CEM STABIL BKFL,CY,320,500.00,220.00,2025-10-09
A00196770,Yoakum,Gonzales,Construction,FIRM-F002,No,CEM STABIL BKFL,CY,1015,283.00,200.00,2025-04-04
A00206294,Bryan,Brazos,Construction,FIRM-C434,No,CEM STABIL BKFL,CY,18,220.00,242.00,2025-05-01
A00197100,Beaumont,Jefferson,Construction,FIRM-CA7F,No,CEM STABIL BKFL,CY,178,235.00,200.00,2025-07-01
A00182660,Abilene,Howard,Construction,FIRM-C455,No,CEM STABIL BKFL,CY,604,265.15,381.00,2025-03-04
A00138908,Dallas,Collin,Construction,FIRM-980D,No,CEM STABIL BKFL,CY,508,356.00,225.00,2024-12-03
A00062536,Abilene,Taylor,Construction,FIRM-3EA5,No,CEM STABIL BKFL,CY,15529,185.00,200.00,2025-10-08
A00062293,Atlanta,Bowie,Construction,FIRM-F3FB,No,CEM STABIL BKFL,CY,1739,220.00,275.00,2026-03-04
A00132358,Beaumont,Liberty,Construction,FIRM-85FC,No,CEM STABIL BKFL,CY,1722,62.00,50.00,2024-11-06
A00209326,Dallas,Collin,Construction,FIRM-A646,No,CEM STABIL BKFL,CY,134,275.00,250.00,2026-06-03
A00064555,Fort Worth,Johnson,Construction,FIRM-41DD,No,CEM STABIL BKFL,CY,2195,113.51,80.00,2026-06-02
A00008199,Fort Worth,Johnson,Construction,FIRM-1816,No,CEM STABIL BKFL,CY,5002,227.52,190.00,2026-07-01
A00007222,Fort Worth,Tarrant,Construction,FIRM-4F2D,No,CEM STABIL BKFL,CY,1988,168.00,160.00,2026-08-05
A00195669,Houston,Fort Bend,Construction,FIRM-008F,No,CEM STABIL BKFL,CY,8539,75.00,94.00,2024-10-01
A00121975,Houston,Harris,Construction,FIRM-8B19,No,CEM STABIL BKFL,CY,11691,50.00,80.00,2026-02-04
A00068611,Houston,Fort Bend,Construction,FIRM-85FC,No,CEM STABIL BKFL,CY,10726,84.00,75.00,2026-08-05
A00119468,Laredo,Webb,Construction,FIRM-B7BE,No,CEM STABIL BKFL,CY,477,175.03,230.00,2026-06-02
A00136503,Laredo,Zavala,Construction,FIRM-80FF,No,CEM STABIL BKFL,CY,442,201.64,100.00,2026-08-05
A00064418,San Antonio,Medina,Construction,FIRM-980D,No,CEM STABIL BKFL,CY,279,262.00,206.42,2024-11-06
A00186339,San Antonio,Bexar,Construction,FIRM-1816,No,CEM STABIL BKFL,CY,5839,157.83,175.00,2025-12-03
A00186339,San Antonio,Bexar,Construction,FIRM-3773,No,CEM STABIL BKFL,CY,5839,157.83,175.00,2025-12-03
A00183926,Waco,Falls,Construction,FIRM-08FE,No,CEM STABIL BKFL,CY,54,273.00,300.00,2025-02-07
A00188271,Wichita Falls,Wilbarger,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,320,250.00,220.00,2025-10-09
A00196770,Yoakum,Gonzales,Construction,FIRM-FF46,No,CEM STABIL BKFL,CY,1015,186.00,200.00,2025-04-04
A00197100,Beaumont,Jefferson,Construction,FIRM-F002,No,CEM STABIL BKFL,CY,178,350.00,200.00,2025-07-01
A00182660,Abilene,Howard,Construction,FIRM-E9AA,No,CEM STABIL BKFL,CY,604,215.00,381.00,2025-03-04
A00062536,Abilene,Taylor,Construction,FIRM-050A,No,CEM STABIL BKFL,CY,15529,100.00,200.00,2025-10-08
A00062293,Atlanta,Bowie,Construction,FIRM-504D,No,CEM STABIL BKFL,CY,1739,74.00,275.00,2026-03-04
A00132358,Beaumont,Liberty,Construction,FIRM-8035,No,CEM STABIL BKFL,CY,1722,108.40,50.00,2024-11-06
A00209326,Dallas,Collin,Construction,FIRM-7519,No,CEM STABIL BKFL,CY,134,500.00,250.00,2026-06-03
A00064555,Fort Worth,Johnson,Construction,FIRM-B173,No,CEM STABIL BKFL,CY,2195,222.67,80.00,2026-06-02
A00008199,Fort Worth,Johnson,Construction,FIRM-4F2D,No,CEM STABIL BKFL,CY,5002,220.00,190.00,2026-07-01
A00007222,Fort Worth,Tarrant,Construction,FIRM-E801,No,CEM STABIL BKFL,CY,1988,250.00,160.00,2026-08-05
A00128284,Houston,Montgomery,Construction,FIRM-80FF,Yes,CEM STABIL BKFL,CY,5685,60.91,100.00,2024-08-02
A00128284,Houston,Montgomery,Construction,FIRM-008F,No,CEM STABIL BKFL,CY,5685,50.00,100.00,2024-08-02
A00128284,Houston,Montgomery,Construction,FIRM-980D,No,CEM STABIL BKFL,CY,5685,61.00,100.00,2024-08-02
A00128284,Houston,Montgomery,Construction,FIRM-504D,No,CEM STABIL BKFL,CY,5685,58.41,100.00,2024-08-02
A00128284,Houston,Montgomery,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,5685,100.00,100.00,2024-08-02
A00123239,San Angelo,Irion,Construction,FIRM-0C1D,Yes,CEM STABIL BKFL,CY,670,323.39,475.00,2024-08-02
A00123239,San Angelo,Irion,Construction,FIRM-FFDB,No,CEM STABIL BKFL,CY,670,500.00,475.00,2024-08-02
A00123239,San Angelo,Irion,Construction,FIRM-3EA5,No,CEM STABIL BKFL,CY,670,300.00,475.00,2024-08-02
A00123239,San Angelo,Irion,Construction,FIRM-7733,No,CEM STABIL BKFL,CY,670,300.00,475.00,2024-08-02
A00123239,San Angelo,Irion,Construction,FIRM-292D,No,CEM STABIL BKFL,CY,670,312.87,475.00,2024-08-02
A00194558,San Angelo,Irion,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,52,475.00,475.00,2024-08-02
A00194560,San Angelo,Irion,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,56,475.00,475.00,2024-08-02
A00121422,San Angelo,Irion,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,209,475.00,475.00,2024-08-02
A00123306,San Angelo,Irion,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,157,475.00,475.00,2024-08-02
A00123239,San Angelo,Irion,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,196,475.00,475.00,2024-08-02
A00064247,Austin,Williamson,Construction,FIRM-504D,Yes,CEM STABIL BKFL,CY,4370,305.92,176.38,2025-01-07
A00064247,Austin,Williamson,Construction,FIRM-80FF,No,CEM STABIL BKFL,CY,4370,274.86,176.38,2025-01-07
A00064247,Austin,Williamson,Construction,FIRM-891D,No,CEM STABIL BKFL,CY,4370,217.00,176.38,2025-01-07
A00004667,Waco,Hill,Construction,FIRM-115B,No,CEM STABIL BKFL,CY,118,274.67,264.00,2024-08-01
A00004667,Waco,Hill,Construction,FIRM-49EE,No,CEM STABIL BKFL,CY,118,300.00,264.00,2024-08-01
A00004667,Waco,Hill,Construction,FIRM-CC48,No,CEM STABIL BKFL,CY,118,192.02,264.00,2024-08-01
A00004667,Waco,Hill,Construction,FIRM-6C9D,No,CEM STABIL BKFL,CY,118,300.00,264.00,2024-08-01
A00004667,Waco,Hill,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,118,264.00,264.00,2024-08-01
A00194199,Yoakum,Wharton,Construction,FIRM-42ED,Yes,CEM STABIL BKFL,CY,114,175.00,220.00,2024-08-02
A00194199,Yoakum,Wharton,Construction,FIRM-DACB,No,CEM STABIL BKFL,CY,114,268.50,220.00,2024-08-02
A00194199,Yoakum,Wharton,Construction,FIRM-CC48,No,CEM STABIL BKFL,CY,114,217.05,220.00,2024-08-02
A00194199,Yoakum,Wharton,Construction,FIRM-C434,No,CEM STABIL BKFL,CY,114,193.60,220.00,2024-08-02
A00194199,Yoakum,Wharton,Construction,FIRM-115B,No,CEM STABIL BKFL,CY,114,273.75,220.00,2024-08-02
A00194199,Yoakum,Wharton,Construction,FIRM-C449,No,CEM STABIL BKFL,CY,114,550.00,220.00,2024-08-02
A00194199,Yoakum,Wharton,Construction,FIRM-70A3,No,CEM STABIL BKFL,CY,114,253.34,220.00,2024-08-02
A00194209,Yoakum,Wharton,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,38,220.00,220.00,2024-08-02
A00194206,Yoakum,Wharton,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,38,220.00,220.00,2024-08-02
A00194199,Yoakum,Wharton,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,38,220.00,220.00,2024-08-02
A00096029,Pharr,Hidalgo,Construction,FIRM-9545,Yes,CEM STABIL BKFL,CY,3422,71.00,78.64,2024-10-02
A00096029,Pharr,Hidalgo,Construction,FIRM-1D29,No,CEM STABIL BKFL,CY,3422,50.00,78.64,2024-10-02
A00096029,Pharr,Hidalgo,Construction,FIRM-3414,No,CEM STABIL BKFL,CY,3422,85.00,78.64,2024-10-02
A00096029,Pharr,Hidalgo,Construction,FIRM-2DAF,No,CEM STABIL BKFL,CY,3422,97.00,78.64,2024-10-02
A00096029,Pharr,Hidalgo,Construction,FIRM-891D,No,CEM STABIL BKFL,CY,3422,50.00,78.64,2024-10-02
A00096029,Pharr,Hidalgo,Construction,FIRM-69D3,No,CEM STABIL BKFL,CY,3422,55.00,78.64,2024-10-02
A00096029,Pharr,Hidalgo,Construction,FIRM-E289,No,CEM STABIL BKFL,CY,3422,95.00,78.64,2024-10-02
A00096029,Pharr,Hidalgo,Construction,FIRM-7733,No,CEM STABIL BKFL,CY,3422,175.00,78.64,2024-10-02
A00096029,Pharr,Hidalgo,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,3422,78.64,78.64,2024-10-02
A00139929,Houston,Harris,Construction,FIRM-CA7F,No,CEM STABIL BKFL,CY,2273.4,85.00,100.00,2024-11-06
A00196596,Beaumont,Liberty,Construction,FIRM-2CE3,No,CEM STABIL BKFL,CY,42,111.31,185.00,2024-08-01
A00196596,Beaumont,Liberty,Construction,FIRM-EBCE,No,CEM STABIL BKFL,CY,42,350.00,185.00,2024-08-01
A00139923,Houston,Brazoria,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,681.9,100.00,100.00,2024-11-06
A00139933,Houston,Harris,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,460.8,100.00,100.00,2024-11-06
A00139929,Houston,Harris,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,1130.7,100.00,100.00,2024-11-06
A00196596,Beaumont,Liberty,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,42,185.00,185.00,2024-08-01
A00219214,Bryan,Brazos,Maintenance,FIRM-40DE,No,CEM STABIL BKFL,CY,400,250.00,193.60,2026-02-10
A00213054,Dallas,Collin,Maintenance,FIRM-CB2B,No,CEM STABIL BKFL,CY,148,259.00,280.00,2025-06-11
A00216248,Dallas,Collin,Maintenance,FIRM-38DC,No,CEM STABIL BKFL,CY,39,350.00,250.00,2025-10-15
A00216760,Dallas,Collin,Maintenance,FIRM-38DC,No,CEM STABIL BKFL,CY,210,350.00,207.00,2025-10-15
A00217960,Houston,Galveston,Maintenance,FIRM-23F6,No,CEM STABIL BKFL,CY,100,75.00,123.45,2026-03-10
A00212533,Houston,Galveston,Maintenance,FIRM-3FEF,No,CEM STABIL BKFL,CY,100,300.00,203.83,2025-06-10
A00217825,Houston,Harris,Maintenance,FIRM-23F6,No,CEM STABIL BKFL,CY,50,70.00,250.00,2026-01-07
A00180580,Houston,Harris,Construction,FIRM-29CB,No,CEM STABIL BKFL,CY,1236,190.00,190.00,2024-08-02
A00180762,Houston,Galveston,Construction,FIRM-23F6,Yes,CEM STABIL BKFL,CY,15,90.00,92.80,2024-08-02
A00180762,Houston,Galveston,Construction,FIRM-16A4,No,CEM STABIL BKFL,CY,15,30.80,92.80,2024-08-02
A00180762,Houston,Galveston,Construction,FIRM-8B19,No,CEM STABIL BKFL,CY,15,182.00,92.80,2024-08-02
A00219214,Bryan,Brazos,Maintenance,FIRM-29CB,No,CEM STABIL BKFL,CY,400,193.60,193.60,2026-02-10
A00213054,Dallas,Collin,Maintenance,FIRM-29CB,No,CEM STABIL BKFL,CY,148,280.00,280.00,2025-06-11
A00216248,Dallas,Collin,Maintenance,FIRM-29CB,No,CEM STABIL BKFL,CY,39,250.00,250.00,2025-10-15
A00216760,Dallas,Collin,Maintenance,FIRM-29CB,No,CEM STABIL BKFL,CY,210,207.00,207.00,2025-10-15
A00217466,Fort Worth,Tarrant,Maintenance,FIRM-29CB,No,CEM STABIL BKFL,CY,41,245.00,245.00,2025-10-15
