ProjectID,District,County,ProjectType,ContractorID,LetDate,NumBidders,WinningBid_USD,EngineerEst_USD,WorkingDays
A00214537,Dallas,Collin,Maintenance,FIRM-1CB8,2026-03-11,3,214195.00,362560.00,72
A00212005,Dallas,Collin,Maintenance,FIRM-DC30,2025-02-12,4,287730.50,599729.20,90
A00212608,Dallas,Navarro,Maintenance,FIRM-BBB8,2025-03-12,8,67842.38,86334.99,11
A00214638,Dallas,Collin,Maintenance,FIRM-E675,2025-08-13,4,166612.00,379640.00,12
A00218146,Dallas,Navarro,Maintenance,FIRM-EBAD,2026-05-13,3,72949.13,74053.43,12
A00214634,Dallas,Collin,Maintenance,FIRM-01A6,2025-08-13,4,183993.76,341124.36,23
A00214212,Dallas,Kaufman,Maintenance,FIRM-BBB8,2025-04-09,7,410092.91,523088.00,45
A00214191,Dallas,Kaufman,Maintenance,FIRM-BBB8,2025-04-09,7,482123.42,649899.00,45
A00212370,Dallas,Denton,Maintenance,FIRM-DC30,2025-05-01,7,748276.90,1093277.31,26
A00217351,Dallas,Ellis,Maintenance,FIRM-DC30,2026-06-10,5,159615.70,300757.55,29
A00211542,Dallas,Ellis,Maintenance,FIRM-DC30,2025-05-07,9,186910.35,279546.10,40
A00217108,Dallas,Denton,Maintenance,FIRM-BBB8,2026-08-12,3,384013.77,337034.00,45
A00213318,Dallas,Navarro,Maintenance,FIRM-DC30,2025-03-12,8,56997.00,83012.71,34
A00218287,Dallas,Navarro,Maintenance,FIRM-1CB8,2026-03-11,4,108905.40,156716.82,48
A00214636,Dallas,Collin,Maintenance,FIRM-AFFE,2025-08-13,5,378982.57,576426.03,102
A00213144,Dallas,Denton,Maintenance,FIRM-1A77,2025-04-03,3,939740.35,1263365.61,365
A00217363,Dallas,Ellis,Maintenance,FIRM-CE22,2026-08-05,3,1667621.00,1809328.30,365
A00216981,Dallas,Kaufman,Maintenance,FIRM-1A77,2025-11-12,2,596459.06,679865.10,365
A00216980,Dallas,Rockwall,Maintenance,FIRM-1A77,2025-11-12,2,391980.92,436781.50,365
A00218108,Dallas,Denton,Maintenance,FIRM-9E10,2026-07-08,10,101186.00,131970.00,33
A00213804,Dallas,Denton,Maintenance,FIRM-D744,2025-07-09,12,76625.37,99399.50,34
A00212642,Dallas,Collin,Maintenance,FIRM-2C76,2025-05-07,8,79789.00,97446.00,51
A00214300,Dallas,Navarro,Maintenance,FIRM-2375,2025-09-10,24,127261.00,162068.70,66
A00211541,Dallas,Ellis,Maintenance,FIRM-2375,2024-11-13,7,225950.00,265700.00,81
A00216503,Dallas,Kaufman,Maintenance,FIRM-D744,2025-10-15,9,189350.11,378100.00,91
A00217350,Dallas,Ellis,Maintenance,FIRM-9E10,2025-11-12,10,222280.00,341770.00,120
A00212757,Dallas,Kaufman,Maintenance,FIRM-CB2B,2025-01-15,3,806314.66,954908.00,365
A00212775,Dallas,Kaufman,Maintenance,FIRM-A992,2025-01-15,3,617233.00,695944.00,365
A00212786,Dallas,Rockwall,Maintenance,FIRM-621E,2025-01-15,5,412981.00,458542.00,365
A00217745,Dallas,Rockwall,Maintenance,FIRM-A992,2026-01-14,4,643984.00,534507.00,365
A00214399,El Paso,El Paso,Maintenance,FIRM-970E,2025-07-03,3,355000.00,439940.00,365
A00215348,Fort Worth,Tarrant,Maintenance,FIRM-2C76,2025-08-21,3,286674.60,179643.52,23
A00215350,Fort Worth,Parker,Maintenance,FIRM-2C76,2025-07-01,4,322280.00,281721.28,28
A00215357,Fort Worth,Erath,Maintenance,FIRM-A40A,2025-08-21,5,272258.00,273215.58,29
A00215341,Fort Worth,Wise,Maintenance,FIRM-2C76,2025-07-01,4,622343.00,506116.32,50
A00215349,Fort Worth,Tarrant,Maintenance,FIRM-3FEF,2025-08-21,5,973911.37,833703.04,65
A00218364,Fort Worth,Tarrant,Maintenance,FIRM-6731,2025-12-17,10,180889.04,228500.50,67
A00213805,Fort Worth,Wise,Maintenance,FIRM-DC30,2025-08-21,5,464621.56,622860.16,72
A00215670,Fort Worth,Palo Pinto,Maintenance,FIRM-DC30,2025-08-21,5,78438.10,216023.49,180
A00213977,Fort Worth,Erath,Maintenance,FIRM-DC30,2025-08-21,6,462595.20,571622.34,63
A00215297,Fort Worth,Tarrant,Maintenance,FIRM-DC30,2025-09-05,4,609227.56,1061685.98,161
A00211665,Fort Worth,Palo Pinto,Maintenance,FIRM-AFFE,2025-01-13,6,294433.35,638675.82,180
A00212316,Fort Worth,Parker,Maintenance,FIRM-F0E1,2025-03-20,2,193840.90,211682.90,10
A00215395,Fort Worth,Parker,Maintenance,FIRM-2375,2025-09-18,9,261175.00,447961.45,365
A00211707,Houston,Harris,Maintenance,FIRM-80E3,2025-01-14,7,516859.00,568175.28,120
A00212032,Houston,Galveston,Maintenance,FIRM-DE40,2025-01-07,2,2100000.00,2042000.00,730
A00216763,Lubbock,Parmer,Maintenance,FIRM-FAE7,2025-09-09,6,464211.16,557200.50,30
A00216764,Lubbock,Hale,Maintenance,FIRM-6244,2025-09-09,5,818688.91,808672.00,44
A00216762,Lubbock,Terry,Maintenance,FIRM-FAE7,2025-09-09,5,730462.28,799492.00,44
A00216260,Lufkin,San Jacinto,Maintenance,FIRM-A40A,2025-07-23,5,427928.80,425778.00,30
A00214393,Lufkin,Nacogdoches,Maintenance,FIRM-B029,2025-04-16,2,909825.00,947250.00,365
A00215116,Lufkin,Sabine,Maintenance,FIRM-7C19,2025-04-30,3,934500.00,944500.00,365
A00211558,Lufkin,San Jacinto,Maintenance,FIRM-2375,2025-01-15,3,681105.00,811043.00,365
A00215296,Lufkin,San Jacinto,Maintenance,FIRM-7C19,2025-05-21,4,1003250.00,961260.00,365
A00214202,Lufkin,Trinity,Maintenance,FIRM-2375,2025-03-19,8,221945.00,291312.50,365
A00214339,Maintenance Division,Brooks,Maintenance,FIRM-CE22,2025-06-05,2,1888900.00,1541155.30,250
A00214325,Maintenance Division,Culberson,Maintenance,FIRM-CE22,2025-06-05,3,3750000.00,3044616.25,230
A00218934,Maintenance Division,Baylor,Maintenance,FIRM-03D3,2026-01-07,3,278631.00,185000.00,140
A00218181,Maintenance Division,Bell,Maintenance,FIRM-9E10,2025-12-03,4,195000.00,185000.00,140
A00218186,Maintenance Division,Crockett,Maintenance,FIRM-9E10,2025-12-03,3,189000.00,185000.00,140
A00217918,Maintenance Division,Kerr,Maintenance,FIRM-9E10,2025-11-06,5,150000.00,185000.00,140
A00218184,Maintenance Division,Kimble,Maintenance,FIRM-9E10,2025-12-03,4,200000.00,197000.00,140
A00216765,Odessa,Ector,Maintenance,FIRM-85EC,2025-09-09,5,405594.00,524913.50,40
A00216171,Odessa,Andrews,Maintenance,FIRM-FAE7,2025-08-12,5,274434.00,325300.00,22
A00214203,Odessa,Reeves,Maintenance,FIRM-85EC,2025-03-11,5,132476.00,189995.00,30
A00211676,Odessa,Pecos,Maintenance,FIRM-01A6,2024-09-24,3,269292.92,247623.00,60
A00217234,Paris,Hopkins,Maintenance,FIRM-DAA9,2025-09-18,5,163396.56,144387.50,26
A00217145,Paris,Hunt,Maintenance,FIRM-DAA9,2025-09-18,5,289673.25,257027.00,33
A00217229,Paris,Red River,Maintenance,FIRM-DAA9,2025-09-18,5,400320.28,320722.16,48
A00211557,Paris,Grayson,Maintenance,FIRM-DAA9,2024-09-19,4,361567.25,325793.60,50
A00217231,Paris,Grayson,Maintenance,FIRM-A40A,2025-09-18,3,839451.00,432989.00,60
A00214549,Paris,Hunt,Maintenance,FIRM-D005,2025-05-15,7,458164.00,449580.00,365
A00213065,Paris,Lamar,Maintenance,FIRM-BBB8,2025-02-07,9,1063283.67,1605550.07,53
A00218080,Paris,Lamar,Maintenance,FIRM-E675,2026-02-05,8,770226.04,1127301.56,54
A00215281,Paris,Fannin,Maintenance,FIRM-B029,2025-08-21,4,445800.00,601300.00,365
A00215376,Paris,Grayson,Maintenance,FIRM-B029,2025-07-01,2,814000.00,1291100.00,365
A00217633,Paris,Hopkins,Maintenance,FIRM-B029,2025-12-03,5,875862.00,1133442.00,365
A00217020,Paris,Hunt,Maintenance,FIRM-B029,2025-09-05,5,1599750.00,2104121.00,365
A00218284,Paris,Grayson,Maintenance,FIRM-756E,2026-01-15,9,191462.00,235350.00,240
A00217466,Fort Worth,Tarrant,Maintenance,FIRM-74BB,2025-10-15,3,138482.50,141470.11,20
A00217960,Houston,Galveston,Maintenance,FIRM-7799,2026-03-10,4,915900.00,825157.10,365
A00215832,Houston,Montgomery,Maintenance,FIRM-CA7F,2025-11-12,3,293700.00,299450.00,365
A00212579,Houston,Harris,Maintenance,FIRM-CB64,2025-02-06,4,1987327.75,2669174.31,730
A00214335,Laredo,Webb,Maintenance,FIRM-C464,2025-04-22,2,435260.50,408645.63,365
A00216138,Laredo,Webb,Maintenance,FIRM-ECFD,2025-07-10,2,1340905.46,949674.70,74
A00217600,Lubbock,Hale,Maintenance,FIRM-75F3,2025-10-14,6,467721.00,732750.00,365
A00217601,Lubbock,Hale,Maintenance,FIRM-75F3,2025-11-05,7,2146870.72,2339276.69,145
A00212287,Lufkin,Angelina,Maintenance,FIRM-4A00,2024-10-22,3,347200.00,318550.00,730
A00216051,Odessa,Ector,Maintenance,FIRM-8B19,2025-11-06,5,1760245.15,1584268.69,60
A00214847,Paris,Hopkins,Maintenance,FIRM-3FEF,2025-07-02,5,1988500.00,2709275.00,132
A00216404,Paris,Rains,Maintenance,FIRM-0BA5,2025-12-18,3,270176.50,301039.77,30
A00213980,Pharr,Hidalgo,Maintenance,FIRM-C0B9,2025-03-05,8,1183370.60,1400078.00,120
A00216316,Pharr,Hidalgo,Maintenance,FIRM-D40E,2025-08-07,4,1308893.00,1588326.50,220
A00214710,Pharr,Hidalgo,Maintenance,FIRM-0E52,2025-05-01,5,1676037.20,1749888.50,240
A00216847,San Angelo,Tom Green,Maintenance,FIRM-F402,2026-04-16,3,762302.00,588344.55,54
A00212996,San Angelo,Concho,Maintenance,FIRM-DC30,2025-07-02,6,1141450.50,1609957.34,97
A00212384,San Antonio,Bexar,Maintenance,FIRM-B173,2024-11-06,7,1592374.00,1745470.64,365
A00214915,San Antonio,Guadalupe,Maintenance,FIRM-80E3,2025-07-02,5,1429483.20,2046067.00,365
A00217840,San Antonio,Kendall,Maintenance,FIRM-DC30,2025-12-17,3,248090.40,352305.90,32
A00216167,Tyler,Henderson,Maintenance,FIRM-6755,2025-07-08,4,573272.00,683580.00,730
A00212782,Tyler,Rusk,Maintenance,FIRM-A66A,2025-03-11,2,813463.00,656924.00,730
A00218468,Waco,Bell,Maintenance,FIRM-4D83,2026-07-08,5,640640.00,615078.60,90
A00211859,Waco,Bell,Maintenance,FIRM-AFFE,2025-12-02,8,1401798.23,1417710.81,165
A00215430,Wichita Falls,Wichita,Maintenance,FIRM-1D33,2025-07-01,4,2136200.00,2526725.00,365
A00211671,Lufkin,San Jacinto,Maintenance,FIRM-3FEF,2024-08-28,3,737340.00,893903.00,60
A00211784,Beaumont,Liberty,Maintenance,FIRM-8B19,2024-08-22,2,11985429.90,10571517.25,180
A00184419,Bryan,Madison,Construction,FIRM-80CC,2024-08-01,4,938332.30,802039.63,41
A00193143,Austin,Travis,Construction,FIRM-00C2,2024-08-01,4,1219420.60,1511336.25,55
A00211618,Brownwood,Brown,Maintenance,FIRM-CE22,2024-08-22,4,253740.00,630000.00,180
A00211537,Lufkin,Angelina,Maintenance,FIRM-3899,2024-08-13,4,52722.60,62160.00,240
A00211559,Abilene,Howard,Maintenance,FIRM-E5F6,2024-08-15,3,123294.75,125422.25,183
A00211690,Corpus Christi,Nueces,Maintenance,FIRM-C372,2024-08-20,4,523000.00,575000.00,180
A00211684,Corpus Christi,Live Oak,Maintenance,FIRM-B173,2024-08-20,4,293250.00,333000.00,180
A00211885,Beaumont,Orange,Maintenance,FIRM-8F2F,2024-08-29,3,49720.00,47000.00,365
A00211577,Beaumont,Jefferson,Maintenance,FIRM-6621,2024-08-29,2,84000.00,67340.00,365
A00211529,Pharr,Hidalgo,Maintenance,FIRM-E3EE,2024-08-28,2,159950.00,132000.00,120
A00211653,Pharr,Cameron,Maintenance,FIRM-9E61,2024-08-06,2,99600.00,99600.00,730
A00211616,Brownwood,Stephens,Maintenance,FIRM-A9C9,2024-08-22,5,349761.84,414036.00,80
A00211615,Brownwood,Eastland,Maintenance,FIRM-CB2B,2024-08-22,3,676573.90,760594.00,140
A00211691,Amarillo,Potter,Maintenance,FIRM-03F9,2024-08-21,3,276499.36,288532.00,365
A00211612,Laredo,Maverick,Maintenance,FIRM-059F,2024-08-22,3,297140.74,341682.90,365
A00216266,Dallas,Collin,Maintenance,FIRM-7519,2025-10-15,17,40833.00,33156.00,16
A00218605,Odessa,Reeves,Maintenance,FIRM-6755,2025-12-16,24,499338.00,835920.00,60
A00216198,Abilene,Stonewall,Maintenance,FIRM-6621,2025-08-19,4,380000.00,231936.00,183
A00216735,Brownwood,Brown,Maintenance,FIRM-ED63,2025-07-24,12,240000.00,233600.00,365
A00220082,El Paso,El Paso,Maintenance,FIRM-CE22,2026-07-09,8,478000.00,558600.00,365
A00219871,Odessa,Midland,Maintenance,FIRM-059F,2026-03-10,15,239578.00,429137.50,365
A00217652,Corpus Christi,Nueces,Maintenance,FIRM-449E,2025-11-13,7,70810.01,251374.00,365
A00212242,Houston,Harris,Maintenance,FIRM-1A5E,2025-01-08,3,4290486.28,4692797.46,730
A00214744,Lubbock,Castro,Maintenance,FIRM-7733,2025-09-04,9,3593324.25,2189700.20,85
A00208090,El Paso,El Paso,Construction,FIRM-7F87,2025-05-01,6,967189.90,1411457.52,92
A00206605,El Paso,El Paso,Construction,FIRM-EC9D,2026-05-06,5,867336.25,1100225.79,157
A00206569,El Paso,El Paso,Construction,FIRM-D545,2025-07-02,2,1219020.08,1220791.57,119
A00210325,El Paso,Culberson,Construction,FIRM-C9ED,2026-01-06,2,2093655.00,2110961.25,152
A00178419,Odessa,Reeves,Construction,FIRM-3EA5,2024-11-06,7,27943634.65,41098806.79,240
A00005346,Abilene,Nolan,Construction,FIRM-3EA5,2024-11-07,4,34593730.02,44172100.10,324
A00192925,Beaumont,Liberty,Construction,FIRM-0E52,2024-08-01,12,1654702.80,1973209.56,114
A00198204,Bryan,Brazos,Construction,FIRM-EBAD,2024-09-06,6,4187005.86,5254932.50,100
A00205823,Dallas,Dallas,Construction,FIRM-1FAE,2024-08-01,8,861720.00,1034332.25,85
A00190363,Dallas,Ellis,Construction,FIRM-B8AE,2024-08-02,8,9843419.00,10755474.77,240
A00201984,Fort Worth,Parker,Construction,FIRM-1BBA,2024-08-02,6,1239439.77,1719354.02,128
A00196976,Paris,Hunt,Construction,FIRM-0BA5,2024-08-02,5,1270585.00,1350648.00,168
A00070553,San Angelo,Concho,Construction,FIRM-0E52,2024-11-07,4,14120524.72,9625756.35,289
A00194664,Wichita Falls,Wichita,Construction,FIRM-CF08,2024-10-01,6,2555716.29,2421276.55,80
A00183447,Yoakum,Colorado,Construction,FIRM-0E52,2024-09-06,5,2778932.59,3046350.50,270
A00199704,Bryan,Brazos,Construction,FIRM-611B,2024-08-02,5,1348041.00,2189450.10,44
A00203777,Waco,Bell,Construction,FIRM-B173,2024-08-02,7,12103561.02,12215675.58,150
A00195720,Childress,Childress,Construction,FIRM-2C76,2024-08-02,8,2390689.00,2886075.00,162
A00180766,Houston,Harris,Construction,FIRM-23F6,2024-10-02,5,38157859.84,46625734.04,735
A00212171,Austin,Blanco,Maintenance,FIRM-059C,2024-08-20,3,188864.00,188864.00,730
A00212171,Austin,Blanco,Maintenance,FIRM-5CC6,2024-08-20,3,188864.00,188864.00,730
A00212220,Beaumont,Chambers,Maintenance,FIRM-DC8D,2024-08-11,3,189252.59,189252.59,365
A00212220,Beaumont,Chambers,Maintenance,FIRM-5CC6,2024-08-11,3,189252.59,189252.59,365
A00212217,Beaumont,Hardin,Maintenance,FIRM-DC8D,2024-08-11,3,100941.48,100941.48,365
A00212217,Beaumont,Hardin,Maintenance,FIRM-5CC6,2024-08-11,3,100941.48,100941.48,365
A00212219,Beaumont,Jasper,Maintenance,FIRM-DC8D,2024-08-11,3,149194.53,149194.53,365
A00212219,Beaumont,Jasper,Maintenance,FIRM-5CC6,2024-08-11,3,149194.53,149194.53,365
A00212210,Beaumont,Jefferson,Maintenance,FIRM-DC8D,2024-08-11,3,80937.72,80937.72,365
A00212210,Beaumont,Jefferson,Maintenance,FIRM-5CC6,2024-08-11,3,80937.72,80937.72,365
A00212218,Beaumont,Liberty,Maintenance,FIRM-DC8D,2024-08-11,3,219151.13,219151.13,365
A00212218,Beaumont,Liberty,Maintenance,FIRM-5CC6,2024-08-11,3,219151.13,219151.13,365
A00212216,Beaumont,Tyler,Maintenance,FIRM-DC8D,2024-08-11,3,94918.94,94918.94,365
A00212216,Beaumont,Tyler,Maintenance,FIRM-5CC6,2024-08-11,3,94918.94,94918.94,365
A00211528,Fort Worth,Hood,Maintenance,FIRM-EA7F,2024-08-18,3,268239.80,268239.80,365
A00211528,Fort Worth,Hood,Maintenance,FIRM-5CC6,2024-08-18,3,268239.80,268239.80,365
A00211531,Fort Worth,Johnson,Maintenance,FIRM-D6BE,2024-08-25,3,433681.12,433681.12,365
A00211531,Fort Worth,Johnson,Maintenance,FIRM-5CC6,2024-08-25,3,433681.12,433681.12,365
A00211533,Fort Worth,Parker,Maintenance,FIRM-D6BE,2024-08-25,3,433655.71,433655.71,365
A00211533,Fort Worth,Parker,Maintenance,FIRM-5CC6,2024-08-25,3,433655.71,433655.71,365
A00211534,Fort Worth,Tarrant,Maintenance,FIRM-D6BE,2024-08-25,3,1651908.26,1651908.26,365
A00211534,Fort Worth,Tarrant,Maintenance,FIRM-5CC6,2024-08-25,3,1651908.26,1651908.26,365
A00211532,Fort Worth,Tarrant,Maintenance,FIRM-EA7F,2024-08-25,3,732904.00,732904.00,365
A00211532,Fort Worth,Tarrant,Maintenance,FIRM-5CC6,2024-08-25,3,732904.00,732904.00,365
A00211530,Fort Worth,Wise,Maintenance,FIRM-EA7F,2024-08-18,3,264827.60,264827.60,365
A00211530,Fort Worth,Wise,Maintenance,FIRM-5CC6,2024-08-18,3,264827.60,264827.60,365
A00212073,Lufkin,Shelby,Maintenance,FIRM-BDF0,2024-08-25,3,86518.91,86518.88,365
A00212073,Lufkin,Shelby,Maintenance,FIRM-5CC6,2024-08-25,3,86518.91,86518.88,365
A00212071,Lufkin,Houston,Maintenance,FIRM-BDF0,2024-08-25,3,63086.39,63086.39,365
A00212071,Lufkin,Houston,Maintenance,FIRM-5CC6,2024-08-25,3,63086.39,63086.39,365
A00212072,Lufkin,Polk,Maintenance,FIRM-BDF0,2024-08-25,3,101050.43,101050.43,365
A00212072,Lufkin,Polk,Maintenance,FIRM-5CC6,2024-08-25,3,101050.43,101050.43,365
A00212074,Lufkin,Trinity,Maintenance,FIRM-BDF0,2024-08-25,3,53509.82,53509.82,365
A00212074,Lufkin,Trinity,Maintenance,FIRM-5CC6,2024-08-25,3,53509.82,53509.82,365
A00211883,Waco,Bell,Maintenance,FIRM-769D,2024-08-25,3,184547.93,184547.93,365
A00211883,Waco,Bell,Maintenance,FIRM-5CC6,2024-08-25,3,184547.93,184547.93,365
A00212040,Waco,Limestone,Maintenance,FIRM-3BE5,2024-08-25,3,42318.72,42318.72,365
A00212040,Waco,Limestone,Maintenance,FIRM-5CC6,2024-08-25,3,42318.72,42318.72,365
A00212141,Waco,McLennan,Maintenance,FIRM-769D,2024-08-25,3,199107.09,199107.09,365
A00212141,Waco,McLennan,Maintenance,FIRM-5CC6,2024-08-25,3,199107.09,199107.09,365
A00212207,Beaumont,Jefferson,Maintenance,FIRM-DC8D,2024-08-11,3,29565.12,29565.12,365
A00212207,Beaumont,Jefferson,Maintenance,FIRM-5CC6,2024-08-11,3,29565.12,29565.12,365
A00212087,Corpus Christi,Jim Wells,Maintenance,FIRM-4B05,2024-08-10,3,53248.16,53248.16,730
A00212087,Corpus Christi,Jim Wells,Maintenance,FIRM-5CC6,2024-08-10,3,53248.16,53248.16,730
A00212120,Corpus Christi,Kleberg,Maintenance,FIRM-5CC6,2024-08-10,3,29216.80,29216.80,730
A00212120,Corpus Christi,Kleberg,Maintenance,FIRM-8E6A,2024-08-10,3,29216.80,29216.80,730
A00212084,Corpus Christi,Nueces,Maintenance,FIRM-4B05,2024-08-10,3,31788.92,31788.92,730
A00212084,Corpus Christi,Nueces,Maintenance,FIRM-5CC6,2024-08-10,3,31788.92,31788.92,730
A00211527,Fort Worth,Tarrant,Maintenance,FIRM-D6BE,2024-09-01,3,79740.00,79740.00,365
A00211527,Fort Worth,Tarrant,Maintenance,FIRM-5CC6,2024-09-01,3,79740.00,79740.00,365
A00211844,Lubbock,Hale,Maintenance,FIRM-8D0F,2024-08-18,3,65626.00,65626.00,365
A00211844,Lubbock,Hale,Maintenance,FIRM-5CC6,2024-08-18,3,65626.00,65626.00,365
A00212132,Lubbock,Hale,Maintenance,FIRM-8D0F,2024-08-18,3,253764.65,253764.65,365
A00212132,Lubbock,Hale,Maintenance,FIRM-5CC6,2024-08-18,3,253764.65,253764.65,365
A00212121,Lubbock,Lamb,Maintenance,FIRM-8D0F,2024-08-18,3,224204.44,224204.44,365
A00212121,Lubbock,Lamb,Maintenance,FIRM-5CC6,2024-08-18,3,224204.44,224204.44,365
A00212133,Lubbock,Terry,Maintenance,FIRM-8D0F,2024-08-18,3,96388.67,96388.67,365
A00212133,Lubbock,Terry,Maintenance,FIRM-5CC6,2024-08-18,3,96388.67,96388.67,365
A00212147,Lubbock,Terry,Maintenance,FIRM-8D0F,2024-08-18,3,246387.83,246387.83,365
A00212147,Lubbock,Terry,Maintenance,FIRM-5CC6,2024-08-18,3,246387.83,246387.83,365
A00184975,Paris,Hopkins,Construction,FIRM-C6AB,2024-08-01,6,562558.51,481824.00,64
A00004667,Waco,Hill,Construction,FIRM-8B5E,2024-08-01,7,759759.10,769812.05,75
A00188019,Childress,Wheeler,Construction,FIRM-88FE,2024-08-01,6,691555.00,677770.00,101
A00180721,Houston,Harris,Construction,FIRM-9CC3,2024-08-01,5,848433.64,852487.55,158
A00186669,Pharr,Cameron,Construction,FIRM-1D29,2024-10-02,4,6961346.03,5246981.26,217
A00177886,San Antonio,Bexar,Construction,FIRM-CA49,2024-08-02,3,880880.00,1006758.20,95
A00136648,Corpus Christi,Refugio,Construction,FIRM-8F42,2024-08-01,8,681681.50,637148.60,80
A00184404,Pharr,Hidalgo,Construction,FIRM-D848,2024-08-01,4,1125347.90,1112464.92,180
A00212125,Lubbock,Lamb,Maintenance,FIRM-8D0F,2024-08-18,3,146168.84,76238.12,730
A00212125,Lubbock,Lamb,Maintenance,FIRM-5CC6,2024-08-18,3,146168.84,76238.12,730
A00212240,Lufkin,Nacogdoches,Maintenance,FIRM-4E75,2024-08-25,3,48910.00,48910.00,396
A00212240,Lufkin,Nacogdoches,Maintenance,FIRM-5CC6,2024-08-25,3,48910.00,48910.00,396
A00211652,Waco,Bell,Maintenance,FIRM-769D,2024-08-25,3,9025.89,9025.89,365
A00211652,Waco,Bell,Maintenance,FIRM-5CC6,2024-08-25,3,9025.89,9025.89,365
A00211560,Waco,Bosque,Maintenance,FIRM-A437,2024-08-25,3,28070.00,28070.00,365
A00211560,Waco,Bosque,Maintenance,FIRM-5CC6,2024-08-25,3,28070.00,28070.00,365
A00211963,Waco,Coryell,Maintenance,FIRM-769D,2024-08-25,3,22903.90,22903.90,365
A00211963,Waco,Coryell,Maintenance,FIRM-5CC6,2024-08-25,3,22903.90,22903.90,365
A00211644,Waco,Hamilton,Maintenance,FIRM-A437,2024-08-25,3,14040.00,14040.00,365
A00211644,Waco,Hamilton,Maintenance,FIRM-5CC6,2024-08-25,3,14040.00,14040.00,365
A00212029,Waco,Hill,Maintenance,FIRM-A437,2024-08-25,3,15820.00,15820.00,365
A00212029,Waco,Hill,Maintenance,FIRM-5CC6,2024-08-25,3,15820.00,15820.00,365
A00212039,Waco,Limestone,Maintenance,FIRM-3BE5,2024-08-25,3,18352.81,18352.81,365
A00212039,Waco,Limestone,Maintenance,FIRM-5CC6,2024-08-25,3,18352.81,18352.81,365
A00212164,Waco,McLennan,Maintenance,FIRM-769D,2024-08-25,3,44974.48,44974.48,365
A00212164,Waco,McLennan,Maintenance,FIRM-5CC6,2024-08-25,3,44974.48,44974.48,365
A00211658,Waco,Bell,Maintenance,FIRM-A437,2024-08-25,3,33630.00,33630.00,365
A00211658,Waco,Bell,Maintenance,FIRM-5CC6,2024-08-25,3,33630.00,33630.00,365
A00211548,Waco,Bosque,Maintenance,FIRM-A437,2024-08-25,3,110760.00,110760.00,365
A00211548,Waco,Bosque,Maintenance,FIRM-5CC6,2024-08-25,3,110760.00,110760.00,365
A00211754,Waco,Coryell,Maintenance,FIRM-A437,2024-08-25,3,87380.00,87380.00,365
A00211754,Waco,Coryell,Maintenance,FIRM-5CC6,2024-08-25,3,87380.00,87380.00,365
A00212031,Waco,Falls,Maintenance,FIRM-A437,2024-08-25,3,91200.00,91200.00,365
A00212031,Waco,Falls,Maintenance,FIRM-5CC6,2024-08-25,3,91200.00,91200.00,365
A00211562,Waco,Hamilton,Maintenance,FIRM-A437,2024-08-25,3,92300.00,92300.00,365
A00211562,Waco,Hamilton,Maintenance,FIRM-5CC6,2024-08-25,3,92300.00,92300.00,365
A00212030,Waco,Hill,Maintenance,FIRM-A437,2024-08-25,3,68400.00,68400.00,365
A00212030,Waco,Hill,Maintenance,FIRM-5CC6,2024-08-25,3,68400.00,68400.00,365
A00212037,Waco,Limestone,Maintenance,FIRM-3BE5,2024-08-25,3,75155.20,75155.20,365
A00212037,Waco,Limestone,Maintenance,FIRM-5CC6,2024-08-25,3,75155.20,75155.20,365
A00212241,Lufkin,Nacogdoches,Maintenance,FIRM-769D,2024-08-25,3,24200.00,24200.00,396
A00212241,Lufkin,Nacogdoches,Maintenance,FIRM-5CC6,2024-08-25,3,24200.00,24200.00,396
A00211998,Amarillo,Moore,Maintenance,FIRM-5CC6,2024-08-04,3,16276.20,16276.20,365
A00211998,Amarillo,Moore,Maintenance,FIRM-8E6A,2024-08-04,3,16276.20,16276.20,365
